N,a,trial_index,success,time_seconds
10,3,0,0,0.28670385607983917
10,3,1,0,0.3129991829628125
10,3,2,0,0.27899376198183745
10,3,3,0,0.27800008305348456
10,3,4,0,0.3299993509426713
10,7,0,0,0.2789981958921999
10,7,1,0,0.2800003440352157
10,7,2,0,0.3690021560760215
10,7,3,0,0.28099425800610334
10,7,4,0,0.27799909200984985
10,9,0,0,0.2549895829288289
10,9,1,0,0.17499908804893494
10,9,2,0,0.1749982900219038
10,9,3,0,0.17099927505478263
10,9,4,0,0.16899548191577196
