N,a,trial_index,success,time_seconds
3,2,0,0,0.0747558519942686
3,2,1,0,0.07999491691589355
3,2,2,0,0.06999393901787698
3,2,3,0,0.06799188593868166
3,2,4,0,0.06599669309798628
