N,a,trial_index,success,time_seconds
5,2,0,0,0.12629716598894447
5,2,1,0,0.10899160197004676
5,2,2,0,0.10599824599921703
5,2,3,0,0.10699757491238415
5,2,4,0,0.10900028503965586
5,3,0,0,0.10699987399857491
5,3,1,0,0.10599638801068068
5,3,2,0,0.11601369094569236
5,3,3,0,0.11900176201015711
5,3,4,0,0.11098934896290302
5,4,0,0,0.0859802319901064
5,4,1,0,0.0869997920235619
5,4,2,0,0.08499800192657858
5,4,3,0,0.085999277071096
5,4,4,0,0.08599915099330246
